name,isin,bse,nse,series,url
SGBNOV258,IN0020170109,,SGBNOV258,GB,https://www.moneycontrol.com/india/stockpricequote/sgbnov258/250goldbonds2025srviii/SGBNO497
SGBNOV25IX,IN0020170117,,SGBNOV25IX,GB,https://www.moneycontrol.com/india/stockpricequote/sgbnov25ix/250goldbonds2025srix/SGBNO540
SGBNOV25VI,IN0020170083,,SGBNOV25VI,GB,https://www.moneycontrol.com/india/stockpricequote/sgbnov25vi/250goldbonds2025srvi/SGBNO398
SGBNOV26,IN0020180314,,SGBNOV26,GB,https://www.moneycontrol.com/india/stockpricequote/sgbnov26/250goldbonds2026sriii/SGBNO6355
SGBNV29VII,IN0020210178,800434,SGBNV29VII,GB,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbonds25nov2029srvii2122/SGB44
SGBOC28VII,IN0020200203,800328,SGBOC28VII,GB,https://www.moneycontrol.com/india/stockpricequote/sgboc28vii/sovereigngoldbonds250oct2028srvii2021/SGB30
SGBOCT25,IN0020170059,,SGBOCT25,GB,https://www.moneycontrol.com/india/stockpricequote/sgboct25/250goldbonds2025sriii/SGBOC250
SGBOCT25IV,IN0020170067,0,SGBOCT25IV,GB,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/250goldbonds2025sriv/SGB11
SGBOCT25V,IN0020170075,,SGBOCT25V,GB,https://www.moneycontrol.com/india/stockpricequote/sgboct25v/250goldbonds2025srv/SGBOC355
SGBOCT26,IN0020180249,,SGBOCT26,GB,https://www.moneycontrol.com/india/stockpricequote/sgboct26/250goldbonds2026srii/SGBOC5960
SGBOCT27,IN0020190370,0,SGBOCT27,GB,https://www.moneycontrol.com/india/stockpricequote/sgboct27/sovereigngoldbonds250oct2027srv201920/SGB19
SGBOCT27VI,IN0020190388,0,SGBOCT27VI,GB,https://www.moneycontrol.com/india/stockpricequote/sgboct27vi/sovereigngoldbonds250oct2027srvi201920/SGB16
SGBSEP24,IN0020160043,800258,SGBSEP24,GB,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275sep2024trv/SGB05
SGBSEP27,IN0020190115,0,SGBSEP27,GB,https://www.moneycontrol.com/india/stockpricequote/sgbsep27/sovereigngoldbonds250sep2027sriv201920/SGB14
SGBSEP28VI,IN0020200195,800327,SGBSEP28VI,GB,https://www.moneycontrol.com/india/stockpricequote/sgbsep28vi/sovereigngoldbonds250sept2028srvi2021/SGB29
SGBSEP29VI,IN0020210145,800386,SGBSEP29VI,GB,https://www.moneycontrol.com/india/stockpricequote/sgbsep29vi/sovereigngoldbonds25sept2029srvi202122/SGB42
SGN Cable,INE266C01023,531812,,,https://www.moneycontrol.com/india/stockpricequote/sgncable/sgncableindustries/SGN
SGRL-RE,INE414Y20015,750762,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreeganeshremediesre/SGR02
SHAH METACORP,INE482J01021,533275,SHAH,EQ,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/shahmetacorp/GA01
SHARE-RE,INE932X20018,750772,SHARE-RE,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shareindiasecuritiesre/SIS11
SHARIABEES,INF732E01128,590109,SHARIABEES,EQ,https://www.moneycontrol.com/india/stockpricequote/shariabees/nipponindiaetfnifty50shariahbees/SBE02
SHINDL-RE,INE220Z20013,750880,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sharatindustriesre/SIR03
SHIVAM-RE,INE637H20016,750688,SHIVAM-RE,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotechre/SAR01
SHRERA-RE,INE879A20019,750791,SHRERA-RE,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreeramamultitechre/SRM01
SHRIND-RE,INE488C20015,750884,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/shrydusindustriesre/SIR04
SHRYDUS IND,INE488C01015,511493,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shrydusindustries/VCK
SHUBHLAXMI,INE01Z401013,,SHUBHLAXMI,SM,https://www.moneycontrol.com/india/stockpricequote/shubhlaxmi/shubhlaxmi/SHUBH6451
SHUKRA-RE,INE551C20028,750766,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/shukrapharmaceuticalsre/SPR
SIDDHIKA COAT,INE0A1E01018,0,SIDDHIKA,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/siddhikacoatings/SC31
SIL Invest,INE923A01015,521194,SILINV,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/silinvestments/SIL16
SILVERBEES,INF204KC1402,0,SILVERBEES,EQ,https://www.moneycontrol.com/india/stockpricequote/silverbees/nipponindiasilveretf/NIS01
SILVERETF,INF789F1AYK6,,SILVERETF,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/silveretf/SILVE15085
SIP Industries,INE186B01017,523164,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sipindustries/SIP02
SIPTL-RE1,INE104S20022,750820,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sharanaminfraprojecttradingre1/SIT05
SIS,INE285J01028,540673,SIS,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sis/SIS08
SIT,INE797Z01010,541890,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spaceincubatricstechnologies/SPACE54189
SIZEMASTERS,INE235U01012,513496,,,https://www.moneycontrol.com/india/stockpricequote/sizemasters/sizemasterstechnology/MZ
SJ Corporation,INE312B01027,504398,,,https://www.moneycontrol.com/india/stockpricequote/sjcorporation/sjcorporation/SJC
SJBCKJBC,ISN100ZA0000,,ABJJ20U,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sjbckjbc/NETFN9847
SJBVKB,,KUNDANEDI,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sjbvkb/KE04
SJKHCCS,INE072P01019,538538,WELENTRP,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sjkhccs/WE01
SJS Enterprises,INE284S01014,543387,SJS,EQ,https://www.moneycontrol.com/india/stockpricequote/sjsenterprises/sjsenterprises/E11
SJVN,INE002L01015,533206,SJVN,EQ,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11
SKBCSB,,544042,,,https://www.moneycontrol.com/india/stockpricequote/skbcsb/skbcsb/BPL04
SKBSKB,INE@(Y(@^$,=-,KDKVSC,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/skbskb/ME20
SKF India,INE640A01023,500472,SKFINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01
SKIL Infra,INE429F01012,539861,SKIL,,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/skilinfrastructure/SKI
SKM Egg Product,INE411D01015,532143,SKMEGGPROD,EQ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/skmeggproductsexportindia/SKM
SKP Bearing,INE0KZA01016,0,SKP,SM,https://www.moneycontrol.com/india/stockpricequote/diversified/skpbearingindustries/SBI13
SKP Securities,INE709B01016,531169,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/skpsecurities/SKP
SM Auto,INE0C4I01011,543065,,,https://www.moneycontrol.com/india/stockpricequote/smauto/smautostamping/SAS01
SM Energy,INE540D01011,522042,,,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/smenergyteknikelectronics/SME
SMALLCAP,INF769K01LC3,544130,SMALLCAP,EQ,https://www.moneycontrol.com/india/stockpricequote/smallcap/miraeassetniftysmallcap250mq100etf/SMALL22832
SMC Credits,INE440E01012,532138,,,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/smccredits/SMC9
SMC Global Secu,INE103C01036,543263,SMCGLOBAL,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/smcglobalsecurities/SGS03
SMCREDT-RE,INE440E20012,750743,,,https://www.moneycontrol.com/india/stockpricequote/financetermlending/smccreditsre/SCR02
SMIFS LIMITED,INE641A01013,508905,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/smifslimited/SMI02
SML Isuzu,INE294B01019,505192,SMLISUZU,EQ,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM
SMS Lifescience,INE320X01016,540679,SMSLIFE,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/smslifesciencesindia/SMS01
SMS Pharma,INE812G01025,532815,SMSPHARMA,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smspharmaceuticals/SP38
SMS Techsoft,INE648B01024,531838,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/smstechsoftindia/AP19
SMVD Poly Pack ,INE702Y01013,0,SMVD,SM,https://www.moneycontrol.com/india/stockpricequote/containerspackaging/smvdpolypackltd/SPP01
SNL Bearings,INE568F01017,505827,,,https://www.moneycontrol.com/india/stockpricequote/bearings/snlbearings/SNB
SNXT50BEES,INF204KB15D0,542747,SNXT50BEES,,https://www.moneycontrol.com/india/stockpricequote/snxt50bees/nipponindiaetfspbsesensexnext50/NETFS54274
SOBHAPP,IN9671H01013,0,SOBHAPP,E1,https://www.moneycontrol.com/india/stockpricequote/constructionrealestate/sobhapp/SP47
SOBME-RE,INE754D20018,750856,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sobhagyamercantilere/SMR02
SOLARA ACTIVE P,INE624Z01016,541540,SOLARA,BE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/solaraactivepharmasciences/SOLAR54154
SOLARA-RE,INE624Z20016,,SOLARA-RE,BE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/solarare/SOLAR23847
SOLARAPP,IN9624Z01014,0,SOLARAPP,X1,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/solaraactivepharmasciencespp/SAP08
SONAM,INE00LM01029,0,SONAMLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sonam/SC23
SOUTH-RE,INE683A20015,750835,SOUTH-RE,,https://www.moneycontrol.com/india/stockpricequote/bankprivate/thesouthindianbankre/TSI02
SP Capital Fin,INE102F01015,530289,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/spcapitalfinancing/SPC
SP Refractories,INE0JW501011,0,SPRL,ST,https://www.moneycontrol.com/india/stockpricequote/refractories/sprefractories/SR12
SPECFD-RE,INE547C20018,750844,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/spectrumfoodsre/SFR01
SPEL Semiconduc,INE252A01019,517166,SPICELEC,,https://www.moneycontrol.com/india/stockpricequote/computershardware/spelsemiconductor/SPI05
SPIC,INE147A01011,590030,SPIC,EQ,https://www.moneycontrol.com/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
SPL Industries,INE978G01016,532651,SPLIL,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/splindustries/SPL9
SPML Infra,INE937A01023,500402,SPMLINFRA,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/spmlinfra/SPM05
SPPL-RE,INE311M20018,750797,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shraddhaprimeprojectsre/SPP02
SPRAY-RE,INE537U20011,750763,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spraykingagroequipmentre/SAE04
SPRIGHT,INE179O01031,531205,,,https://www.moneycontrol.com/india/stockpricequote/spright/sprightagro/KF03
SPRIGHT-RE,INE179O20015,750872,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sprightagrore/SAR02
SPS Finquest,INE502O01018,538402,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/spsfinquest/SF09
SPS Intl,INE758B01013,530177,,,https://www.moneycontrol.com/india/stockpricequote/trading/spsinternational/SPS
SPV Global,INE177E01010,512221,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/spvglobaltrading/TCF
SPVGLOB-RE,INE177E20010,750704,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/spvglobaltradingre/SGT01
SR Industries,INE329C01011,513515,,,https://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/srindustries/SRI
SREI Infra,INE872A01014,523756,SREINFRA,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sreiinfrastructurefinance/SRE02
SRESTHA-RE,INE606K20015,750874,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sresthafinvestre/SFR02
SRF,INE647A01010,503806,SRF,EQ,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF
SRG Housing Fin,INE559N01010,534680,SRGHFL,EQ,https://www.moneycontrol.com/india/stockpricequote/financehousing/srghousingfinance/SHF02
SRG Securities,INE326P01019,536710,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/srgsecuritiesfinance/SSF06
SRM Contractors,INE0R6Z01013,544158,SRM,EQ,https://www.moneycontrol.com/india/stockpricequote/engineeringconstruction/srmcontractors/SCL14
SRM Energy,INE173J01018,523222,,,https://www.moneycontrol.com/india/stockpricequote/srmenergy/srmenergy/SRM03
SRS,INE219H01039,533569,SRSLTD,,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/srs/S17
SRS Finance,INE002J01027,536799,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/srsfinance/SRS05
SRS Real Infra,INE953I01023,533305,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/srsrealinfrastructure/SRS04
SRU Steels,INE425C01017,540914,,,https://www.moneycontrol.com/india/stockpricequote/srusteels/srusteels/SRUST54091
SS Forge Eng,INE233G01016,522296,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/ssforgeengineering/SSF
SSIL,INE052001018,542862,,,https://www.moneycontrol.com/india/stockpricequote/ssil/shahlonsilkindustries/SHAHL54286
SSK Lifestyles,INE194N01016,514336,,,https://www.moneycontrol.com/india/stockpricequote/plastics/ssklifestyles/FPP
SSPDL,INE838C01011,530821,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/sspdl/SSP09
SSPN Finance,INE820R01017,539026,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sspnfinance/SF10
ST Corporation,INE110Q01023,514197,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/stcorporation/MYP
STC India,INE655A01013,512531,STCINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/statetradingcorporationindia/STC
STEL Holdings,INE577L01016,533316,STEL,EQ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/stelholdings/STE01
STI India,INE090C01019,513151,STINDIA,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/stiindia/STI01
STL Global,INE353H01010,532730,SGL,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/stlglobal/STL05
SUDTIND-RE,INE691D20012,750732,,,https://www.moneycontrol.com/india/stockpricequote/textiles/suditiindustriesre/SIR
SUMITOMO,INE258G01013,542920,SUMICHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/sumitomo/sumitomochemicalindialimite/SUMIC54292
SUPRAPFSL,INE268T01015,540168,,,https://www.moneycontrol.com/india/stockpricequote/financehousing/suprapacificfinancialservices/SPM06
SURJIND-RE,INE170U20011,750878,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/surajindustriesre/SIR02
SUVEN-RE,INE495B20012,750735,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/suvenlifesciencesre/SLS02
SUZLON-RE,INE040H20013,750734,SUZLON-RE,,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergyre/SER01
SUZLONPP,IN9040H01011,890176,SUZLONPP,,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergypp/SEP01
SVA India,INE763K01014,531885,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/svaindia/SVA
SVC Resources,INE254H01044,512449,,,https://www.moneycontrol.com/india/stockpricequote/miningminerals/svcresources/PT11
SVC Superchem,INE038B01010,524488,ATVPETRO,,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/svcsuperchem/SVC
SVOGL Oil Gas,INE756B01017,522175,SVOGL,,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/svogloilgasenergy/SVO01
SVP Global,INE308E01029,505590,SVPGLOB,EQ,https://www.moneycontrol.com/india/stockpricequote/svpglobal/svpglobaltextiles/SM18
SVS Ventures,INE0MID01012,543745,,,https://www.moneycontrol.com/india/stockpricequote/constructionrealestate/svsventures/SV06
SW Investments,INE948K01011,503659,,,https://www.moneycontrol.com/india/stockpricequote/swinvestments/swinvestments/LI02
SWATIPRO,INE210F01016,543914,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/swatiprojects/SP44
SWISSMIL RE,INE010C20025,750724,,,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/swissmilitaryconsumergoodsre/SMC09
SYNOPTICS,INE0BTR01012,,SYNOPTICS,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/synoptics/SYNOP17206
SYSCHEM-RE,INE121D20010,750810,,,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/syschemindiare/SI71
Saakshi Medtech,INE0PSK01027,-,SAAKSHI,ST,https://www.moneycontrol.com/india/stockpricequote/diversified/saakshimedtechpanels/SMPL
Saamya Biotech ,INE320H01019,532905,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/saamyabiotechindia/SBI15
Sabar Flex ,INE0DZ101013,0,SABAR,SM,https://www.moneycontrol.com/india/stockpricequote/packagingpackagingmaterials/sabarflexindia/SFI06
Sabero Organics,INE243A01018,524446,SABERORGAN,,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/saberoorganicsgujarat/SOG
Saboo Sodium,INE440C01016,530461,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/saboosodiumchloro/SSC
Sabrimala Indd,INE400R01018,540132,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sabrimalaindustries/SLA
Sacheta Metals,INE433G01012,531869,,,https://www.moneycontrol.com/india/stockpricequote/aluminium/sachetametals/SM12
Sadbhav Engg,INE226H01026,532710,SADBHAV,EQ,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19
Sadbhav Infra,INE764L01010,539346,SADBHIN,EQ,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavinfrastructureprojects/SIP
Sadhana Nitro,INE888C01040,506642,SADHNANIQ,EQ,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN
Sadhav Shipping,INE0K5H01010,,SADHAV,SM,https://www.moneycontrol.com/india/stockpricequote/shipping/sadhavshipping/SSL16
Sadhna Broadcas,INE994R01028,540821,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sadhnabroadcastltd/SBL04
Safa Systems,INE0JNA01014,543461,,,https://www.moneycontrol.com/india/stockpricequote/electronicgoods/safasystemstechnologies/SST05
Safal Herbs,INE880M01020,532034,,,https://www.moneycontrol.com/india/stockpricequote/personalcare/safalherbs/PH03
Safal Sec,INE101L01031,531448,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/safalsecurities/ASL05
Safari Ind,INE429E01023,523025,SAFARI,EQ,https://www.moneycontrol.com/india/stockpricequote/safariind/safariindustriesindia/SII01
Saffron Ind,INE474D01013,531436,,,https://www.moneycontrol.com/india/stockpricequote/saffronind/saffronindustries/MDP
Sagar Cement,INE229C01021,502090,SAGCEM,EQ,https://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27
Sagar Soya,INE131O01024,507663,,,https://www.moneycontrol.com/india/stockpricequote/sagarsoya/sagarsoyaproducts/SSP01
Sagar Systech,INE771Z01015,511254,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sagarsystech/SSL05
Sagardeep Alloy,INE976T01013,0,SAGARDEEP,BE,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/sagardeepalloys/SA05
Sagarsoft,INE184B01012,540143,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sagarsoft/S24
Sagarsoft India,INE184B01012,540143,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sagarsoftindia/SI63
Sah Polymers,INE035801013,543743,SAH,EQ,https://www.moneycontrol.com/india/stockpricequote/plasticproducts/sahpolymers/SP42
Sahaj Fashions,INE013901017,,SAHAJ,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sahajfashions/SF35
Sahaj Solar,INE0P4701011,0,SAHAJSOLAR,SM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sahajsolar/SSL17
Sahana Systems,INE0LEX01011,0,SAHANA,SM,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/sahanasystems/SS13
Sahara Housing,INE135C01012,511533,,,https://www.moneycontrol.com/india/stockpricequote/financehousing/saharahousingfinacorporation/SHC04
Sahara Maritime,INE0PSJ01011,544056,,,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/saharamaritime/SML06
Sahara One,INE479B01016,503691,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saharaonemediaentertainment/SOM
Saheli Leasing,INE552N01015,511169,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sahelileasingindustries/SLI
Sahyadri Ind,INE280H01015,532841,SAHYADRI,EQ,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sahyadriindustries/SI86
Sai Baba Invest,INE706P01038,538557,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/saibabainvestmentandcommercialenterprises/SBI24
Sai Capital Ltd,INE531X01018,531931,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saicapital/SCL08
Sai Industries ,INE213S01013,530905,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saiindustries/SIL10
Sai Silks,INE438K01021,543989,KALAMANDIR,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/saisilkskalamandir/SSK01
Sai Swami,INE0QXT01018,544170,,,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/saiswamimetalsalloys/SSM12
Saianand Comm,INE092G01024,512097,,,https://www.moneycontrol.com/india/stockpricequote/saianandcomm/saianandcommercial/OCL01
Sailani Tours,INE0KHQ01010,543541,,,https://www.moneycontrol.com/india/stockpricequote/leisureservices/sailanitoursntravels/STT02
Sainik Finance,INE584B01013,530265,,,https://www.moneycontrol.com/india/stockpricequote/sainikfinance/sainikfinanceindustries/GC03
Saint-Gobain,INE068B01017,515043,,,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/saintgobainsekurit/SGS01
Sakar Healthcar,INE732S01012,0,SAKAR,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/sakarhealthcare/SH15
Saksoft,INE667G01023,590051,SAKSOFT,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saksoft/S12
Sakthi Finance,INE302E01014,511066,SAKTHIFIN,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sakthifinance/SF15
Sakthi Sugars,INE623A01011,507315,SAKHTISUG,EQ,https://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS
Sal Automotive,INE724G01014,539353,,,https://www.moneycontrol.com/india/stockpricequote/autotractors/salautomotive/SA15
Salasar Ext,INE00Y701026,0,SECL,SM,https://www.moneycontrol.com/india/stockpricequote/otherconstructionmaterials/salasarexteriorscontour/SEC
Salasar Techno ,INE170V01027,540642,SALASAR,EQ,https://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02
Salem Erode Inv,INE894E01028,540181,,,https://www.moneycontrol.com/india/stockpricequote/salemerodeinv/salemerodeinvestments/SEI08
Salguti Ind,INE159C01012,526554,,,https://www.moneycontrol.com/india/stockpricequote/packaging/salgutiindustries/SI85
Salona Cotspin,INE498E01010,590056,SALONA,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/salonacotspin/SC48
Salora Inter,INE924A01013,500370,SALORAINTL,,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/salorainternational/SI24
Salzer Electro,INE457F01013,517059,SALZERELEC,EQ,https://www.moneycontrol.com/india/stockpricequote/electricequipment/salzerelectronics/SE01
Sam Ind,INE653D01012,532005,SAMINDUS,,https://www.moneycontrol.com/india/stockpricequote/samind/samindustries/SI54
Sam Leaseco,INE368N01024,504345,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/samleaseco/SL16
Sambandam Spin,INE304D01012,521240,SAMBANDAM,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sambandamspinningmills/SSM01
Sambhaav Media,INE699B01027,511630,SAMBHAAV,EQ,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sambhaavmedia/SM16
Sameera Agro,INE0PZA01015,SAMEERA,SAIFL,SM,https://www.moneycontrol.com/india/stockpricequote/sameeraagro/sameeraagroandinfra/SAAIL
Samhi Hotels,INE08U801020,543984,SAMHI,EQ,https://www.moneycontrol.com/india/stockpricequote/hotelresortrestaurants/samhihotels/SH17
Samkrg Pistons,INE706B01012,520075,,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/samkrgpistonsrings/SPR01
Sammaan Capital,INE148I01020,535789,SAMMAANCAP,EQ,https://www.moneycontrol.com/india/stockpricequote/sammaancapital/sammaancapital/IHF01
Samor Reality,INE0GD201014,543376,,,https://www.moneycontrol.com/india/stockpricequote/constructionresidentialcommercialcomplexes/samorreality/SR11
Sampann Utpadan,INE735M01018,534598,SAMPANN,BE,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sampannutpadanindia/SEP03
Sampre Nutritio,INE375C01014,530617,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/samprenutritions/SN01
Samrat Forgings,INE412J01010,543229,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/samratforgings/SF32
Samrat Pharma,INE103E01016,530125,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/samratpharmachem/SP01
Samruddhi Real,INE621O01016,535466,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/samruddhirealty/SR07
Samtel (India),INE538C01017,500371,SAMTELTD,,https://www.moneycontrol.com/india/stockpricequote/electricals/samtelindia/SI01
Samtel Color,INE381A01016,500372,SAMTEL,,https://www.moneycontrol.com/india/stockpricequote/electricals/samtelcolour/SC02
Samtex Fashions,INE931D01020,521206,,,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/samtexfashions/SF01
Samyak Intl,INE607G01011,530025,,,https://www.moneycontrol.com/india/stockpricequote/samyakintl/samyakinternational/SI90
Sanathnagar Ent,INE367E01033,509423,BAKELHYLAM,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sanathnagarenterprises/BH01
Sanblue Corp,INE602D01027,521222,,,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/sanbluecorporation/LMA
Sancia Global,INE391H01010,532836,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sanciaglobalinfraprojects/GIE
Sanco Ind,INE782L01012,0,SANCO,BZ,https://www.moneycontrol.com/india/stockpricequote/plastics/sancoindustries/SI05
Sanco Trans,INE391G01012,523116,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sancotrans/ST02
Sancode Tech,INE0P7001013,543897,,,https://www.moneycontrol.com/india/stockpricequote/software/sancodetechnologies/ST30
Sand Plast,INE122K01013,533079,,,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sandplastindia/SPI02
